Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
1	true	Original	520.000	550.000	0.100	3	0.200	CAE	20.00	High	false	O1s-Sb3d	7 Channel Acquisition			3
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
63.6	1672
63.9	1677
64.2	1702
64.5	1660
64.8	1671
65.1	1635
65.4	1631
65.7	1647
66.0	1672
66.3	1612
66.6	1635
66.9	1639
67.2	1670
67.5	1654
67.8	1626
68.1	1665
68.4	1672
68.7	1625
69.0	1715
69.3	1694
69.6	1644
69.9	1668
70.2	1692
70.5	1699
70.8	1639
71.1	1704
71.4	1657
71.7	1678
72.0	1702
72.3	1728
72.6	1625
72.9	1691
73.2	1757
73.5	1711
73.8	1749
74.1	1714
74.4	1712
74.7	1733
75.0	1664
75.3	1743
75.6	1746
75.9	1695
76.2	1731
76.5	1718
76.8	1727
77.1	1795
77.4	1739
77.7	1708
78.0	1793
78.3	1744
78.6	1704
78.9	1694
79.2	1717
79.5	1745
79.8	1662
80.1	1675
80.4	1656
80.7	1741
81.0	1783
81.3	1738
81.6	1746
81.9	1737
82.2	1682
82.5	1724
82.8	1745
83.1	1770
83.4	1882
83.7	1881
84.0	1866
84.3	1861
84.6	1891
84.9	1858
85.2	1808
85.5	1806
85.8	1757
86.1	1762
86.4	1804
86.7	1730
87.0	1740
87.3	1827
87.6	1869
87.9	1853
88.2	1862
88.5	1823
88.8	1844
89.1	1812
89.4	1752
89.7	1713
90.0	1766
90.3	1731
90.6	1752
90.9	1831
91.2	1846
91.5	1689
91.8	1746
92.1	1774
92.4	1766
92.7	1757
93.0	1793
93.3	1838
93.6	1820
93.9	1817
94.2	1878
94.5	1837
94.8	1803
95.1	1833
95.4	1829
95.7	1840
96.0	1800
96.3	1843
96.6	1801
96.9	1835
97.2	1889
97.5	1856
97.8	1800
98.1	1857
98.4	1837
98.7	1888
99.0	1922
99.3	1859
99.6	1882
99.9	1836
100.2	1875
100.5	1917
100.8	1872
101.1	1829
101.4	1904
101.7	1936
102.0	1875
102.3	1949
102.6	1896
102.9	1921
103.2	1862
103.5	1925
103.8	1972
104.1	1992
104.4	1911
104.7	1946
105.0	1890
105.3	1862
105.6	1937
105.9	1959
106.2	1929
106.5	1983
106.8	1926
107.1	2003
107.4	2023
107.7	2022
108.0	1991
108.3	1958
108.6	1929
108.9	1930
109.2	2030
109.5	2016
109.8	1987
110.1	1945
110.4	2057
110.7	1991
111.0	2007
111.3	2024
111.6	2032
111.9	2046
112.2	2060
112.5	2110
112.8	2107
113.1	2057
113.4	2007
113.7	2085
114.0	2112
114.3	2072
114.6	2017
114.9	2007
115.2	2059
115.5	2069
115.8	2087
116.1	2078
116.4	1974
116.7	2087
117.0	2109
117.3	2121
117.6	2125
117.9	2130
118.2	2174
118.5	2129
118.8	2043
119.1	2033
119.4	2103
119.7	2114
120.0	2126
120.3	2084
120.6	2110
120.9	2202
121.2	2103
121.5	2165
121.8	2143
122.1	2060
122.4	2128
122.7	2140
123.0	2255
123.3	2119
123.6	2142
123.9	2152
124.2	2123
124.5	2142
124.8	2171
125.1	2209
125.4	2213
125.7	2245
126.0	2270
126.3	2190
126.6	2217
126.9	2215
127.2	2162
127.5	2227
127.8	2239
128.1	2181
128.4	2248
128.7	2322
129.0	2252
129.3	2250
129.6	2285
129.9	2304
130.2	2240
130.5	2314
130.8	2303
131.1	2336
131.4	2298
131.7	2395
132.0	2271
132.3	2318
132.6	2286
132.9	2263
133.2	2270
133.5	2344
133.8	2290
134.1	2343
134.4	2350
134.7	2320
135.0	2283
135.3	2308
135.6	2395
135.9	2315
136.2	2363
136.5	2432
136.8	2389
137.1	2378
137.4	2365
137.7	2397
138.0	2347
138.3	2368
138.6	2349
138.9	2383
139.2	2390
139.5	2431
139.8	2348
140.1	2399
140.4	2449
140.7	2462
141.0	2453
141.3	2411
141.6	2417
141.9	2428
142.2	2498
142.5	2464
142.8	2469
143.1	2548
143.4	2463
143.7	2492
144.0	2612
144.3	2523
144.6	2555
144.9	2540
145.2	2488
145.5	2506
145.8	2592
146.1	2597
146.4	2609
146.7	2519
147.0	2554
147.3	2639
147.6	2620
147.9	2603
148.2	2577
148.5	2619
148.8	2603
149.1	2533
149.4	2622
149.7	2594
150.0	2606
150.3	2643
150.6	2636
150.9	2642
151.2	2535
151.5	2616
151.8	2656
152.1	2614
152.4	2653
152.7	2688
153.0	2742
153.3	2693
153.6	2730
153.9	2707
154.2	2713
154.5	2816
154.8	2794
155.1	2797
155.4	2790
155.7	2848
156.0	2799
156.3	2814
156.6	2849
156.9	2855
157.2	2830
157.5	2795
157.8	2783
158.1	2900
158.4	2802
158.7	2801
159.0	2884
159.3	2875
159.6	2830
159.9	2817
160.2	2879
160.5	2865
160.8	2742
161.1	2839
161.4	2869
161.7	2892
162.0	2938
162.3	2950
162.6	3024
162.9	3095
163.2	3208
163.5	3482
163.8	3706
164.1	3846
164.4	3917
164.7	3818
165.0	3841
165.3	3763
165.6	3608
165.9	3415
166.2	3336
166.5	3246
166.8	3059
167.1	3114
167.4	3077
167.7	3007
168.0	3102
168.3	3120
168.6	3186
168.9	3101
169.2	3126
169.5	3097
169.8	2998
170.1	3093
170.4	3163
170.7	3029
171.0	3082
171.3	3099
171.6	3131
171.9	3168
172.2	3093
172.5	3104
172.8	3111
173.1	3144
173.4	3213
173.7	3101
174.0	3062
174.3	3142
174.6	3145
174.9	3159
175.2	3207
175.5	3215
175.8	3209
176.1	3307
176.4	3232
176.7	3238
177.0	3256
177.3	3258
177.6	3275
177.9	3312
178.2	3300
178.5	3266
178.8	3267
179.1	3307
179.4	3331
179.7	3358
180.0	3352
180.3	3386
180.6	3373
180.9	3309
181.2	3409
181.5	3436
181.8	3427
182.1	3388
182.4	3458
182.7	3413
183.0	3475
183.3	3526
183.6	3464
183.9	3384
184.2	3471
184.5	3550
184.8	3556
185.1	3521
185.4	3503
185.7	3561
186.0	3533
186.3	3543
186.6	3589
186.9	3587
187.2	3572
187.5	3574
187.8	3567
188.1	3445
188.4	3547
188.7	3575
189.0	3603
189.3	3609
189.6	3586
189.9	3607
190.2	3636
190.5	3620
190.8	3580
191.1	3678
191.4	3662
191.7	3668
192.0	3566
192.3	3670
192.6	3727
192.9	3585
193.2	3594
193.5	3670
193.8	3683
194.1	3579
194.4	3717
194.7	3804
195.0	3727
195.3	3649
195.6	3609
195.9	3685
196.2	3750
196.5	3790
196.8	3639
197.1	3714
197.4	3755
197.7	3856
198.0	3815
198.3	3787
198.6	3824
198.9	3727
199.2	3727
199.5	3820
199.8	3859
200.1	3779
200.4	3780
200.7	3809
201.0	3867
201.3	3801
201.6	3747
201.9	3838
202.2	3864
202.5	3816
202.8	3828
203.1	3920
203.4	3908
203.7	3884
204.0	3881
204.3	3942
204.6	3896
204.9	4030
205.2	4027
205.5	3941
205.8	3904
206.1	3933
206.4	3934
206.7	3924
207.0	3928
207.3	4029
207.6	4014
207.9	3940
208.2	3970
208.5	3869
208.8	4022
209.1	4030
209.4	4047
209.7	4131
210.0	3972
210.3	3967
210.6	4042
210.9	4012
211.2	4113
211.5	3992
211.8	4019
212.1	4031
212.4	4117
212.7	4081
213.0	4153
213.3	4079
213.6	4088
213.9	4157
214.2	4079
214.5	4108
214.8	4146
215.1	4203
215.4	4143
215.7	4117
216.0	4132
216.3	4253
216.6	4176
216.9	4230
217.2	4311
217.5	4240
217.8	4201
218.1	4325
218.4	4345
218.7	4208
219.0	4248
219.3	4309
219.6	4237
219.9	4330
220.2	4297
220.5	4373
220.8	4251
221.1	4286
221.4	4280
221.7	4265
222.0	4309
222.3	4384
222.6	4354
222.9	4301
223.2	4192
223.5	4201
223.8	4259
224.1	4343
224.4	4389
224.7	4452
225.0	4352
225.3	4365
225.6	4412
225.9	4407
226.2	4460
226.5	4448
226.8	4598
227.1	4543
227.4	4609
227.7	4768
228.0	4863
228.3	5030
228.6	4987
228.9	4863
229.2	4863
229.5	4808
229.8	4770
230.1	4750
230.4	4650
230.7	4652
231.0	4602
231.3	4551
231.6	4547
231.9	4465
232.2	4624
232.5	4548
232.8	4631
233.1	4574
233.4	4541
233.7	4616
234.0	4590
234.3	4627
234.6	4616
234.9	4601
235.2	4689
235.5	4641
235.8	4697
236.1	4669
236.4	4830
236.7	4686
237.0	4601
237.3	4633
237.6	4693
237.9	4771
238.2	4723
238.5	4677
238.8	4637
239.1	4884
239.4	4732
239.7	4779
240.0	4756
240.3	4667
240.6	4616
240.9	4675
241.2	4717
241.5	4851
241.8	4769
242.1	4709
242.4	4752
242.7	4827
243.0	4769
243.3	4717
243.6	4769
243.9	4828
244.2	4789
244.5	4836
244.8	4797
245.1	4851
245.4	4903
245.7	4810
246.0	4729
246.3	4807
246.6	4893
246.9	4833
247.2	4860
247.5	4926
247.8	4922
248.1	4870
248.4	4952
248.7	4980
249.0	4925
249.3	5077
249.6	5055
249.9	4929
250.2	4901
250.5	4948
250.8	4898
251.1	5008
251.4	4929
251.7	5014
252.0	5036
252.3	4984
252.6	5073
252.9	4991
253.2	5013
253.5	4994
253.8	4998
254.1	5004
254.4	4976
254.7	5066
255.0	5025
255.3	5121
255.6	5104
255.9	5121
256.2	5086
256.5	5051
256.8	5084
257.1	4985
257.4	4985
257.7	5137
258.0	5182
258.3	5008
258.6	5069
258.9	5123
259.2	5080
259.5	5043
259.8	5136
260.1	5070
260.4	5117
260.7	5091
261.0	5084
261.3	5087
261.6	5202
261.9	5182
262.2	5120
262.5	5135
262.8	5107
263.1	5208
263.4	5060
263.7	5193
264.0	5268
264.3	5258
264.6	5230
264.9	5173
265.2	5207
265.5	5149
265.8	5258
266.1	5195
266.4	5340
266.7	5339
267.0	5373
267.3	5442
267.6	5363
267.9	5348
268.2	5353
268.5	5328
268.8	5326
269.1	5306
269.4	5333
269.7	5319
270.0	5309
270.3	5360
270.6	5411
270.9	5332
271.2	5288
271.5	5388
271.8	5377
272.1	5427
272.4	5406
272.7	5444
273.0	5383
273.3	5513
273.6	5558
273.9	5737
274.2	5864
274.5	5901
274.8	6125
275.1	6182
275.4	6230
275.7	6258
276.0	6410
276.3	6566
276.6	6447
276.9	6463
277.2	6393
277.5	6122
277.8	5959
278.1	5909
278.4	5918
278.7	5797
279.0	5720
279.3	5725
279.6	5685
279.9	5765
280.2	5860
280.5	5932
280.8	5849
281.1	5925
281.4	5797
281.7	5781
282.0	5942
282.3	6001
282.6	6038
282.9	6061
283.2	6389
283.5	7141
283.8	8673
284.1	10869
284.4	13968
284.7	16245
285.0	17786
285.3	17907
285.6	16022
285.9	13681
286.2	11178
286.5	9501
286.8	8407
287.1	7588
287.4	7360
287.7	7124
288.0	7153
288.3	7062
288.6	7020
288.9	7024
289.2	7008
289.5	6873
289.8	6845
290.1	6715
290.4	6636
290.7	6733
291.0	6631
291.3	6727
291.6	6709
291.9	6592
292.2	6622
292.5	6852
292.8	6744
293.1	6498
293.4	6697
293.7	6601
294.0	6535
294.3	6672
294.6	6719
294.9	6706
295.2	6591
295.5	6655
295.8	6694
296.1	6601
296.4	6808
296.7	6829
297.0	6863
297.3	6972
297.6	6927
297.9	6871
298.2	6948
298.5	7069
298.8	7015
299.1	7023
299.4	6994
299.7	7106
300.0	7067
300.3	7110
300.6	7252
300.9	7336
301.2	7210
301.5	7275
301.8	7318
302.1	7259
302.4	7278
302.7	7518
303.0	7421
303.3	7580
303.6	7562
303.9	7400
304.2	7542
304.5	7657
304.8	7758
305.1	7610
305.4	7701
305.7	7713
306.0	7612
306.3	7657
306.6	7861
306.9	7808
307.2	7748
307.5	7767
307.8	7767
308.1	7733
308.4	7800
308.7	7768
309.0	7768
309.3	7741
309.6	7891
309.9	7840
310.2	8007
310.5	7923
310.8	7958
311.1	7991
311.4	7926
311.7	7910
312.0	8015
312.3	7840
312.6	7946
312.9	7854
313.2	7792
313.5	7876
313.8	7745
314.1	7877
314.4	8004
314.7	7857
315.0	7926
315.3	7851
315.6	7982
315.9	7976
316.2	7812
316.5	7952
316.8	7752
317.1	7784
317.4	7874
317.7	7805
318.0	7772
318.3	7777
318.6	7701
318.9	7828
319.2	7968
319.5	7876
319.8	7810
320.1	7911
320.4	7854
320.7	7884
321.0	7906
321.3	8102
321.6	7889
321.9	7914
322.2	7824
322.5	7852
322.8	7937
323.1	7886
323.4	7893
323.7	7785
324.0	7828
324.3	7879
324.6	7829
324.9	7989
325.2	8000
325.5	7877
325.8	8037
326.1	7937
326.4	7843
326.7	7796
327.0	8055
327.3	7960
327.6	8014
327.9	7951
328.2	7921
328.5	7845
328.8	7982
329.1	7883
329.4	7953
329.7	8024
330.0	7909
330.3	7868
330.6	8060
330.9	8047
331.2	7957
331.5	8004
331.8	7989
332.1	7921
332.4	7852
332.7	8017
333.0	7918
333.3	7972
333.6	8104
333.9	8061
334.2	8125
334.5	8051
334.8	7960
335.1	8035
335.4	8122
335.7	8084
336.0	8067
336.3	8074
336.6	8106
336.9	8126
337.2	8131
337.5	8011
337.8	8082
338.1	8076
338.4	8055
338.7	8203
339.0	8043
339.3	8036
339.6	8183
339.9	8067
340.2	8088
340.5	8115
340.8	7995
341.1	8054
341.4	8016
341.7	8159
342.0	8163
342.3	8182
342.6	8175
342.9	8175
343.2	8037
343.5	8212
343.8	8150
344.1	8040
344.4	8126
344.7	8236
345.0	8000
345.3	8132
345.6	7981
345.9	8097
346.2	8122
346.5	8146
346.8	7998
347.1	8124
347.4	8134
347.7	8171
348.0	8130
348.3	8175
348.6	8205
348.9	8239
349.2	8135
349.5	8204
349.8	8062
350.1	8099
350.4	8220
350.7	8209
351.0	8148
351.3	8187
351.6	8168
351.9	8274
352.2	8130
352.5	8172
352.8	8210
353.1	8127
353.4	8326
353.7	8258
354.0	8164
354.3	8135
354.6	8134
354.9	8236
355.2	8154
355.5	8233
355.8	8291
356.1	8146
356.4	8275
356.7	8237
357.0	8393
357.3	8347
357.6	8335
357.9	8331
358.2	8249
358.5	8235
358.8	8096
359.1	7927
359.4	8236
359.7	8192
360.0	8263
360.3	8262
360.6	8244
360.9	8226
361.2	8370
361.5	8259
361.8	8298
362.1	8258
362.4	8376
362.7	8300
363.0	8262
363.3	8186
363.6	8361
363.9	8216
364.2	8288
364.5	8275
364.8	8174
365.1	8439
365.4	8295
365.7	8203
366.0	8333
366.3	8309
366.6	8324
366.9	8296
367.2	8248
367.5	8290
367.8	8284
368.1	8315
368.4	8323
368.7	8263
369.0	8274
369.3	8299
369.6	8350
369.9	8330
370.2	8298
370.5	8353
370.8	8256
371.1	8340
371.4	8219
371.7	8370
372.0	8267
372.3	8273
372.6	8385
372.9	8429
373.2	8402
373.5	8305
373.8	8357
374.1	8438
374.4	8332
374.7	8496
375.0	8438
375.3	8293
375.6	8428
375.9	8176
376.2	8327
376.5	8392
376.8	8258
377.1	8282
377.4	8381
377.7	8323
378.0	8245
378.3	8325
378.6	8289
378.9	8464
379.2	8340
379.5	8466
379.8	8512
380.1	8400
380.4	8218
380.7	8371
381.0	8342
381.3	8192
381.6	8497
381.9	8454
382.2	8440
382.5	8363
382.8	8273
383.1	8364
383.4	8435
383.7	8297
384.0	8333
384.3	8555
384.6	8535
384.9	8443
385.2	8398
385.5	8274
385.8	8407
386.1	8472
386.4	8340
386.7	8478
387.0	8640
387.3	8498
387.6	8425
387.9	8516
388.2	8437
388.5	8456
388.8	8413
389.1	8404
389.4	8531
389.7	8588
390.0	8474
390.3	8434
390.6	8397
390.9	8637
391.2	8452
391.5	8457
391.8	8545
392.1	8607
392.4	8518
392.7	8582
393.0	8457
393.3	8605
393.6	8553
393.9	8449
394.2	8453
394.5	8540
394.8	8499
395.1	8627
395.4	8491
395.7	8488
396.0	8387
396.3	8466
396.6	8550
396.9	8452
397.2	8486
397.5	8497
397.8	8414
398.1	8483
398.4	8577
398.7	8678
399.0	8699
399.3	8637
399.6	8821
399.9	8938
400.2	9084
400.5	9063
400.8	8887
401.1	8728
401.4	8758
401.7	8647
402.0	8749
402.3	8696
402.6	8664
402.9	8666
403.2	8678
403.5	8623
403.8	8671
404.1	8593
404.4	8691
404.7	8646
405.0	8669
405.3	8553
405.6	8484
405.9	8669
406.2	8618
406.5	8611
406.8	8556
407.1	8607
407.4	8618
407.7	8512
408.0	8680
408.3	8683
408.6	8620
408.9	8659
409.2	8633
409.5	8592
409.8	8531
410.1	8683
410.4	8637
410.7	8615
411.0	8683
411.3	8657
411.6	8662
411.9	8536
412.2	8641
412.5	8748
412.8	8740
413.1	8822
413.4	8633
413.7	8661
414.0	8648
414.3	8804
414.6	8791
414.9	8860
415.2	8771
415.5	8673
415.8	8793
416.1	8852
416.4	8781
416.7	8818
417.0	8667
417.3	8835
417.6	8793
417.9	8687
418.2	8771
418.5	8724
418.8	8807
419.1	8770
419.4	8801
419.7	8799
420.0	8642
420.3	8785
420.6	8836
420.9	8920
421.2	8877
421.5	8873
421.8	8820
422.1	8894
422.4	8877
422.7	8747
423.0	8928
423.3	8779
423.6	8830
423.9	8938
424.2	8755
424.5	8718
424.8	8648
425.1	8713
425.4	8850
425.7	8855
426.0	8734
426.3	8798
426.6	8711
426.9	8881
427.2	8787
427.5	8812
427.8	8891
428.1	8809
428.4	8890
428.7	8795
429.0	8864
429.3	8871
429.6	8826
429.9	8859
430.2	8812
430.5	8839
430.8	8855
431.1	8892
431.4	8943
431.7	8730
432.0	8824
432.3	8750
432.6	8786
432.9	8828
433.2	8854
433.5	8834
433.8	8908
434.1	8825
434.4	8832
434.7	8970
435.0	8947
435.3	8920
435.6	8764
435.9	8910
436.2	8842
436.5	8788
436.8	8976
437.1	9060
437.4	8873
437.7	8938
438.0	8962
438.3	8845
438.6	8806
438.9	8952
439.2	8905
439.5	9017
439.8	8928
440.1	8881
440.4	9008
440.7	8895
441.0	8949
441.3	8951
441.6	8988
441.9	8876
442.2	8954
442.5	8863
442.8	8995
443.1	8980
443.4	8877
443.7	8884
444.0	8879
444.3	8959
444.6	8886
444.9	8916
445.2	8897
445.5	8940
445.8	8840
446.1	9008
446.4	8941
446.7	9072
447.0	8937
447.3	8965
447.6	9075
447.9	9004
448.2	9085
448.5	9081
448.8	9088
449.1	8879
449.4	9023
449.7	9185
450.0	8969
450.3	9080
450.6	9019
450.9	8999
451.2	8947
451.5	9060
451.8	8997
452.1	9063
452.4	9105
452.7	9031
453.0	9112
453.3	8996
453.6	9253
453.9	9116
454.2	8987
454.5	9121
454.8	9077
455.1	9097
455.4	9092
455.7	9042
456.0	8986
456.3	9100
456.6	9012
456.9	9017
457.2	9094
457.5	9165
457.8	9128
458.1	9211
458.4	9283
458.7	9113
459.0	9147
459.3	9197
459.6	9122
459.9	9108
460.2	9220
460.5	9118
460.8	9164
461.1	9165
461.4	9209
461.7	9256
462.0	9234
462.3	9092
462.6	9188
462.9	9246
463.2	9097
463.5	9079
463.8	9152
464.1	9269
464.4	9074
464.7	9087
465.0	9160
465.3	9169
465.6	9176
465.9	9185
466.2	9324
466.5	9072
466.8	9300
467.1	9232
467.4	9161
467.7	9139
468.0	9072
468.3	9164
468.6	9146
468.9	9223
469.2	9294
469.5	9309
469.8	9184
470.1	9223
470.4	9223
470.7	9100
471.0	9139
471.3	9198
471.6	9242
471.9	9197
472.2	9209
472.5	9312
472.8	9330
473.1	9328
473.4	9417
473.7	9204
474.0	9324
474.3	9241
474.6	9194
474.9	9182
475.2	9264
475.5	9258
475.8	9231
476.1	9242
476.4	9276
476.7	9326
477.0	9332
477.3	9360
477.6	9281
477.9	9318
478.2	9351
478.5	9262
478.8	9180
479.1	9296
479.4	9318
479.7	9276
480.0	9311
480.3	9280
480.6	9328
480.9	9326
481.2	9361
481.5	9292
481.8	9310
482.1	9148
482.4	9459
482.7	9278
483.0	9403
483.3	9393
483.6	9350
483.9	9392
484.2	9460
484.5	9400
484.8	9305
485.1	9360
485.4	9445
485.7	9497
486.0	9284
486.3	9542
486.6	9505
486.9	9553
487.2	9568
487.5	9523
487.8	9376
488.1	9391
488.4	9419
488.7	9492
489.0	9456
489.3	9524
489.6	9468
489.9	9410
490.2	9391
490.5	9258
490.8	9370
491.1	9577
491.4	9375
491.7	9543
492.0	9485
492.3	9474
492.6	9609
492.9	9555
493.2	9399
493.5	9404
493.8	9510
494.1	9573
494.4	9594
494.7	9485
495.0	9648
495.3	9628
495.6	9671
495.9	9403
496.2	9580
496.5	9460
496.8	9563
497.1	9615
497.4	9568
497.7	9586
498.0	9498
498.3	9386
498.6	9516
498.9	9397
499.2	9415
499.5	9532
499.8	9641
500.1	9622
500.4	9514
500.7	9569
501.0	9549
501.3	9637
501.6	9633
501.9	9483
502.2	9499
502.5	9411
502.8	9534
503.1	9522
503.4	9473
503.7	9575
504.0	9637
504.3	9533
504.6	9721
504.9	9548
505.2	9369
505.5	9741
505.8	9591
506.1	9569
506.4	9524
506.7	9462
507.0	9706
507.3	9468
507.6	9431
507.9	9563
508.2	9518
508.5	9526
508.8	9541
509.1	9720
509.4	9674
509.7	9588
510.0	9630
510.3	9508
510.6	9810
510.9	9664
511.2	9685
511.5	9761
511.8	9664
512.1	9669
512.4	9622
512.7	9686
513.0	9497
513.3	9589
513.6	9622
513.9	9622
514.2	9684
514.5	9776
514.8	9830
515.1	9663
515.4	9855
515.7	9718
516.0	9797
516.3	9832
516.6	9610
516.9	9650
517.2	9674
517.5	9606
517.8	9636
518.1	9638
518.4	9688
518.7	9699
519.0	9765
519.3	9840
519.6	9749
519.9	9796
520.2	9564
520.5	9673
520.8	9684
521.1	9740
521.4	9948
521.7	10018
522.0	9919
522.3	9929
522.6	9960
522.9	10061
523.2	10129
523.5	9974
523.8	9936
524.1	9807
524.4	10047
524.7	9950
525.0	9855
525.3	9875
525.6	9976
525.9	9990
526.2	9899
526.5	9997
526.8	9873
527.1	9812
527.4	9775
527.7	9867
528.0	9733
528.3	9671
528.6	9865
528.9	9941
529.2	9899
529.5	9793
529.8	10008
530.1	9958
530.4	10228
530.7	10474
531.0	10665
531.3	10923
531.6	11433
531.9	11827
532.2	11922
532.5	12031
532.8	12076
533.1	12008
533.4	11565
533.7	11319
534.0	10946
534.3	10587
534.6	10541
534.9	10332
535.2	10197
535.5	10140
535.8	10080
536.1	10116
536.4	10154
536.7	10173
537.0	10080
537.3	10098
537.6	10189
537.9	10042
538.2	10190
538.5	10113
538.8	10141
539.1	10029
539.4	10046
539.7	10140
540.0	10292
540.3	10188
540.6	10196
540.9	10207
541.2	10092
541.5	10188
541.8	10208
542.1	10103
542.4	10273
542.7	10409
543.0	10204
543.3	10204
543.6	10226
543.9	10036
544.2	10206
544.5	10287
544.8	10246
545.1	10284
545.4	10286
545.7	10243
546.0	10379
546.3	10354
546.6	10305
546.9	10234
547.2	10232
547.5	10364
547.8	10232
548.1	10217
548.4	10304
548.7	10319
549.0	10471
549.3	10480
549.6	10523
549.9	10329
550.2	10356
550.5	10428
550.8	10517
551.1	10322
551.4	10430
551.7	10378
552.0	10457
552.3	10417
552.6	10419
552.9	10417
553.2	10460
553.5	10544
553.8	10381
554.1	10418
554.4	10589
554.7	10475
555.0	10459
555.3	10494
555.6	10327
555.9	10586
556.2	10460
556.5	10532
556.8	10504
557.1	10658
557.4	10565
557.7	10586
558.0	10545
558.3	10532
558.6	10522
558.9	10287
559.2	10477
559.5	10455
559.8	10498
560.1	10472
560.4	10475
560.7	10483
561.0	10561
561.3	10439
561.6	10398
561.9	10563
562.2	10271
562.5	10341
562.8	10493
563.1	10460
563.4	10432
563.7	10476
564.0	10407
564.3	10528
564.6	10396
564.9	10466
565.2	10644
565.5	10384
565.8	10501
566.1	10466
566.4	10289
566.7	10428
567.0	10451
567.3	10500
567.6	10505
567.9	10466
568.2	10514
568.5	10538
568.8	10461
569.1	10645
569.4	10597
569.7	10491
570.0	10290
570.3	10431
570.6	10603
570.9	10456
571.2	10524
571.5	10594
571.8	10535
572.1	10439
572.4	10492
572.7	10594
573.0	10625
573.3	10496
573.6	10594
573.9	10593
574.2	10629
574.5	10556
574.8	10590
575.1	10605
575.4	10606
575.7	10524
576.0	10313
576.3	10615
576.6	10762
576.9	10557
577.2	10577
577.5	10636
577.8	10658
578.1	10751
578.4	10657
578.7	10565
579.0	10517
579.3	10559
579.6	10731
579.9	10542
580.2	10784
580.5	10536
580.8	10798
581.1	10703
581.4	10694
581.7	10581
582.0	10715
582.3	10667
582.6	10719
582.9	10710
583.2	10755
583.5	10805
583.8	10697
584.1	10755
584.4	10780
584.7	10848
585.0	10718
585.3	10731
585.6	10782
585.9	10856
586.2	10649
586.5	10861
586.8	10733
587.1	10782
587.4	10740
587.7	10754
588.0	10695
588.3	10755
588.6	10717
588.9	10694
589.2	10886
589.5	10717
589.8	10703
590.1	10755
590.4	10741
590.7	11020
591.0	10697
591.3	10665
591.6	10856
591.9	10749
592.2	10596
592.5	10769
592.8	10681
593.1	10819
593.4	10803
593.7	10725
594.0	10685
594.3	10824
594.6	10676
594.9	10763
595.2	10695
595.5	10604
595.8	10675
596.1	10649
596.4	10621
596.7	10807
597.0	10898
597.3	10827
597.6	10796
597.9	10773
598.2	10712
598.5	10750
598.8	10890
599.1	10793
599.4	10881
599.7	10887
600.0	10729
600.3	10828
600.6	10845
600.9	10667
601.2	10750
601.5	10773
601.8	10985
602.1	10963
602.4	10916
602.7	10731
603.0	10869
603.3	10845
603.6	10824
603.9	10712
604.2	10797
604.5	10879
604.8	10778
605.1	10922
605.4	10903
605.7	11018
606.0	10900
606.3	10992
606.6	10949
606.9	10913
607.2	10758
607.5	10868
607.8	10783
608.1	10934
608.4	11001
608.7	11090
609.0	10890
609.3	10925
609.6	10686
609.9	10705
610.2	10950
610.5	10908
610.8	10978
611.1	10797
611.4	10908
611.7	10968
612.0	10956
612.3	10835
612.6	10729
612.9	10852
613.2	10922
613.5	10925
613.8	11022
614.1	10944
614.4	11051
614.7	10779
615.0	10933
615.3	10792
615.6	10970
615.9	10982
616.2	10750
616.5	10880
616.8	10864
617.1	10797
617.4	10968
617.7	10937
618.0	10879
618.3	10912
618.6	10782
618.9	10840
619.2	10822
619.5	10992
619.8	10899
620.1	10902
620.4	10853
620.7	10844
621.0	11007
621.3	10892
621.6	10928
621.9	11012
622.2	10973
622.5	10970
622.8	10748
623.1	11090
623.4	11026
623.7	10840
624.0	11023
624.3	11085
624.6	10978
624.9	10899
625.2	11090
625.5	11017
625.8	10860
626.1	10997
626.4	11105
626.7	10967
627.0	11088
627.3	10949
627.6	10863
627.9	11062
628.2	11079
628.5	11058
628.8	10921
629.1	10919
629.4	10812
629.7	10863
630.0	11114
630.3	10950
630.6	10879
630.9	11023
631.2	11034
631.5	11071
631.8	11210
632.1	11146
632.4	11169
632.7	11093
633.0	11022
633.3	11045
633.6	10910
633.9	11015
634.2	11155
634.5	10836
634.8	11089
635.1	11017
635.4	10894
635.7	11044
636.0	11044
636.3	10915
636.6	11039
636.9	11117
637.2	11115
637.5	10972
637.8	11028
638.1	10928
638.4	11028
638.7	11071
639.0	11185
639.3	11062
639.6	11029
639.9	10958
640.2	10968
640.5	11288
640.8	11182
641.1	10989
641.4	11043
641.7	11043
642.0	10926
642.3	11117
642.6	11155
642.9	11253
643.2	11328
643.5	11201
643.8	11143
644.1	11068
644.4	11176
644.7	11143
645.0	11128
645.3	11131
645.6	11163
645.9	11175
646.2	11134
646.5	11125
646.8	11189
647.1	11049
647.4	11070
647.7	11057
648.0	11233
648.3	11219
648.6	11113
648.9	11142
649.2	11021
649.5	11231
649.8	11209
650.1	10998
650.4	11012
650.7	10954
651.0	11083
651.3	11100
651.6	11187
651.9	11249
652.2	11273
652.5	11236
652.8	11164
